Clause,Section Title,Category,Classification,Explanation
Die - stellt Ihnen zur Ausübung Ihrer Tätigkeit entsprechend den Richtlinien für die Bereitstellung von Leasingfahrzeugen im Außendienst (Anlage 4) ein Fahrzeug zur Verfügung. Sie sind berechtigt unter Berücksichtigung der steuerlichen Gegebenheiten dieses Fahrzeug auch privat zu nutzen.,6. PKW-Regelung/Arbeitsmittel/ Reisekosten,Vergütung,0,
Zur Ausübung Ihrer Tätigkeit stellt Ihnen die - alle erforderlichen Kommunikationsmittel entsprechend den jeweils vorliegenden Gegebenheiten zur Verfügung.,6. PKW-Regelung/Arbeitsmittel/ Reisekosten,Vergütung,0,
Für angeordnete Reisen über den Umfang Ihrer gewöhnlichen Reisetätigkeit hinaus gelten die Regelungen der jeweils gültigen Reisekostenordnung.,6. PKW-Regelung/Arbeitsmittel/ Reisekosten,Sonstiges,0,Reisekostenordnung müsste abrufbar/beigefügt werden
"Da eine Veränderung Ihres Wohnsitzes Ihre Reisetätigkeit beeinträchtigen könnte, ist unsere Zustimmung zum Umzug erforderlich.",7. Wohnsitz,Sonstiges,0,
Sie haben Anspruch auf einen Jahresurlaub von 30 Arbeitstagen. Hierbei ist ein Ihnen eventuell zustehender Zusatzurlaub noch nicht berücksichtigt.,8. Urlaub,Urlaub,0,
"Bei einem Arbeitsausfall infolge Krankheit oder Arbeitsunfall oder einer von einem Träger der Sozialversicherung bewilligten Vorbeugungs-, Heil- und Genesungskur gelten die gesetzlichen und tarifvertraglichen Regelungen. Für die dort festgelegte Frist der Gehaltsfortzahlung erhalten Sie folgende Leistungen: Festbezüge sowie die laufende Provision.",9.a) Fortzahlung des Entgelts bei Krankheit und Tod,Krankheit,0,
"Anschließend bezahlen wir bei einer Betriebszugehörigkeit bis zu 5 Jahre für 3 Monate über 5 Jahre für 4 Monate über 10 Jahre für 5 Monate einen Differenzbetrag zwischen der Leistung einer gesetzlichen Krankenkasse und dem Nettoeinkommen. Das Nettoeinkommen errechnet sich aus den Festbezügen und der tatsächlichen Provision. Dieser Differenzbetrag wird netto gewährt. Wenn Sie länger als zwei Monate krank sind, wird für den Zeitraum der gesamten Erkrankung insgesamt (nicht für jeden einzelnen Monat) eine Provision garantiert, die mindestens dem Durchschnitt der letzten 12 Monate vor Beginn der Krankheit entspricht. Das gleiche gilt für die der Krankheit folgenden zwei Monate. Anspruch auf diese Zusatzleistung besteht nur einmal im Kalenderjahr, ausgenommen bei Arbeitsunfällen.",9.b) Fortzahlung des Entgelts bei Krankheit und Tod,Krankheit,0,
"Wir schließen für Sie eine Krankentagegeldversicherung über eine Leistung von 51,13 Euro täglich ab. Die Zahlungen erfolgen im Rahmen der Bedingungen des Versicherers. Sie beginnen nach Ablauf der Zuschussrechnung zum Krankengeld. Wenn Krankentagegeld und Krankengeld zusammen Ihre monatlichen Nettobezüge übersteigen, ist der Versicherer berechtigt. Das Krankentagegeld entsprechend zu kürzen. Sollten Sie bereits eine Krankentagegeldversicherung abgeschlossen haben, die Sie nicht kündigen wollen, so teilen Sie uns dies mit. Eine eventuelle Unterversicherung werden wir ausgleichen.",9.c) Fortzahlung des Entgelts bei Krankheit und Tod,Krankheit,0,
Beim Tode erhalten die unterhaltsberechtigten Angehörigen eine Fortzahlung der Monatsbezüge (Gehalt und Durchschnittsprovision der letzten 12 Monate) bei einer Betriebszugehörigkeit bis zu 5 Jahren von 2 Monaten über 5 Jahre von 2 ½ Monaten über 10 Jahre von 3 ½ Monaten. Mit diesen Regelungen sind alle sonstigen Ansprüche (insbesondere auf Provisionszahlungen) während des Erkrankungszeitraums abgegolten.,9.d) Fortzahlung des Entgelts bei Krankheit und Tod,Vergütung,0,
"Wir schließen für Sie eine Unfallversicherung ab über 120.000 Euro bei Tod, 240.000 Euro bei Invalidität, 50 Euro Krankenhaustagegeld. Bei Änderung Ihres Aufgabenbereichs behalten wir uns vor, den Versicherungsvertrag zu kündigen.",10. Unfallversicherung,Vergütung,0,
Es gilt die zum Beginn des Arbeitsverhältnisses gültige betriebliche Regelung.,11. Betriebliche Altersversorgung,Durchführung,0,
"Sie versichern, dass Sie den Anforderungen Ihres Arbeitsplatzes gesundheitlich voll gewachsen sind.",12. Werksärztliche Untersuchung,Durchführung,0,
"Sie verpflichten sich, über alle im Rahmen Ihrer Tätigkeit zur Kenntnis gelangten geschäftlichen Angelegenheiten und Vorgänge, insbesondere Geschäfts- und Betriebsgeheimnisse, Stillschweigen zu bewahren. Dies gilt auch nach Ihrem Ausscheiden aus der Gesellschaft.",13. Geheimhaltung,Vertragsstrafe/Wettbewerbsverbot,0,
"Bei Beendigung des Arbeitsverhältnisses sind sämtliche die betreffenden Unterlagen, Kommunikations- und Arbeitsmittel sowie das zur Verfügung gestellte Dienstfahrzeug sowie etwaige private Notizen und/oder maschinell gespeicherte Daten über Erzeugnisse, deren Vertrieb usw., zurückzugeben. Sie verzichten auf jedwegliche Zurückbehaltungsrechte.",14. Zurückbehaltungsrecht,Kündigung/Beendigung,0,
"Die Übernahme jeglicher auf Erwerb gerichteter Nebentätigkeiten bedarf der ausdrücklichen vorherigen Zustimmung der Unternehmensleitung. Das gleiche gilt für die Beteiligung an einer anderen Firma sowie für die Mitwirkung in Organen anderer Gesellschaften. Veröffentlichungen und Vorträge bedürfen insoweit der vorherigen Zustimmung der Unternehmensleitung, wie dadurch die Interessen des Unternehmens berührt werden.",15. Nebentätigkeit,Vertragsstrafe/Wettbewerbsverbot,0,"Kann so geregelt werden. Andere Variante Nebenbeschäftigung ohne Genehmigung durch AG aufnehmbar, dann Mitteilungspflicht und Widerspruchsmöglichkkeit"
"Sie sind damit einverstanden, dass personenbezogene Daten in Zusammenhang mit dem Arbeitsverhältnis im Sinne des Bundesdatenschutzgesetzes von der gespeichert und verarbeitet werden können. Dies schließt die betriebsinterne Veröffentlichung bzw. Darstellung von „Besten- bzw. Rennlisten"" hinsichtlich erreichter Umsatzverkaufszahlen ein.",16. Personaldaten,Durchführung,0.5,Darstellung zum internen Vergleich nicht notwendig zur durchführung des AV. Ggf. Probleme mit Transparenzgebot
"An Erfindungen und Verbesserungen aller Art ist die interessiert. Es gelten hierfür die gesetzlichen Bestimmungen über Arbeitnehmererfindungen. Danach kann die alle von Ihnen während der Dauer des Vertrages gemachten Erfindungen in Anspruch nehmen, die auf Ihren betrieblichen Arbeiten, Erfahrungen und Anregungen beruhen.",17. Diensterfindungen,Sonstiges,0,
"Sie bestätigen hiermit, dass Sie berechtigt sind, ein Kraftfahrzeug der Führerscheinklasse B zu führen und im Besitz der entsprechenden Fahrerlaubnis sind. Diesbezügliche Veränderungen teilen Sie uns umgehend mit.",18. Allgemeines,Sonstiges,0,"soweit für die Tätigkeit notwendig, generell zulässig"
"Soweit in diesem Vertrag nichts anderes vereinbart ist, gelten die gesetzlichen Bestimmungen.",18. Allgemeines,Sonstiges,0,
Er ersetzt alle bisher mit Ihnen getroffenen Vereinbarungen.,18. Allgemeines,Sonstiges,0,
"Sie bestätigen, dass Ihnen ein von beiden Vertragspartnern unterschriebenes Exemplar dieses Vertrages ausgehändigt worden ist.",18. Allgemeines,Sonstiges,0,
Änderungen und Ergänzungen dieses Vertrages bedürfen zu Ihrer Rechtswirksamkeit der Schriftform.,18. Allgemeines,Form,0.5,Je nach Abschluss des Vertrages nur noch Textform nötig.
Erfüllungsort und Gerichtsstand ist -.,18. Allgemeines,Sonstiges,0,
"Sollten einzelne der vorstehenden Bestimmungen dieses Vertrages nichtig sein oder werden, so wird dadurch die Gültigkeit der übrigen Bestimmungen dieses Vertrages nicht berührt.",18. Allgemeines,Sonstiges,0,
"Sofern die aktuelle Vergütung oberhalb der jeweils gültigen Beitragsbemessungsgrenze der gesetzlichen Rentenversicherung liegt, sind sämtliche Tätigkeiten des Arbeitnehmers aus diesem Vertrag inklusive Überstunden und Mehrarbeit abgegolten.",4 (11) Arbeitszeit,Vergütung,0.5,"Je nach Verdienst über BBG, ggf. kein anspruch auf Überstundenvergütung"
"Die Abtretung und Verpfändung von Ansprüchen aus dem Arbeitsverhältnis ist ohne vorherige Zustimmung des Arbeitgebers untersagt. Der Arbeitgeber darf die Zustimmung nur aus sachlichen Gründen verweigern. Entstehen dem Arbeitgeber durch eine Pfändung, Verpfändung oder Abtretung Kosten, so hat diese Kosten der Arbeitnehmer zu tragen, mindestens jedoch pauschaliert 20,00 € je Pfändungsrate sowie 15,00 € für jedes Schreiben sowie 5,00 € pro Überweisung. Das gilt nicht, soweit dadurch der unpfändbare Teil des Gehalts geschmälert wird. Dem Arbeitnehmer bleibt der Nachweis gestattet, dass ein Schaden überhaupt nicht entstanden oder wesentlich niedriger ist als die Pauschale.","6 (1) Abtretung, Pfändung und Verpfändung von Gehaltsansprüchen",Pfändung/Abtretung,1,Pfändungs-/Abtretungsverbot seit 10/2021 nach § 308 Nr. 9 lit. a BGB in AGB ausgeschlossen; Kostenpauschalen unverhältnismäßig hoch
Bei der Ausgestaltung Ihres Arbeitsvertrages möchten wir auch auf Ihre individuellen Wünsche und Vorstellungen eingehen. Als Grundlage dafür dienen die nachfolgenden Regelungen. Oberstes Prinzip der Geschäftstätigkeit unserer Firma ist die Einhaltung der Berufsgrundsätze der Wirtschaftsprüfer und Steuerberater. Dabei legen wir großen Wert auf Freundlichkeit und Höflichkeit im täglichen Geschäftsablauf sowohl gegenüber unseren Kunden als auch im Umgang mit jedem Mitarbeiter und Lieferanten.,Präambel,Durchführung,0,
"Der Arbeitnehmer wird ab dem 19.04.2022 unbefristet als - im - eingestellt. Der Arbeitnehmer wird als - eingestellt. Im Einzelnen richtet sich die Aufgabenverteilung nach den betrieblichen Erfordernissen des Arbeitgebers. Dem Arbeitgeber ist es insbesondere gestattet, dem Arbeitnehmer generell Tätigkeiten zuzuweisen, die im Rahmen des Agenturablaufes anfallen. Falls erforderlich, können ihm nach Abstimmung der beiderseitigen Interessen auch andere, seinen Kenntnissen und Fähigkeiten entsprechende, gleichwertige Tätigkeiten übertragen werden. Auch durch eine längere Beschäftigung mit bestimmten Arbeiten an einem bestimmten Arbeitsort wird dieser Vorbehalt nicht gegenstandslos. Insbesondere hat der Arbeitnehmer folgende Aufgaben durchzuführen:",1(1) Beginn und Art der Tätigkeit,Leistungen,0,
"Der Arbeitnehmer verpflichtet sich, alle, während seiner Tätigkeit auf ihn zukommenden Aufgaben, gewissenhaft und nach bestem Vermögen zu erfüllen und in jeder Hinsicht die Interessen des Arbeitgebers zu wahren.",1(2) Beginn und Art der Tätigkeit,Leistungen,0,
"Der Arbeitnehmer hat den Arbeitgeber über alle Geschäftsvorgänge, die für diesen von Bedeutung sein können, zu unterrichten und bei allen wichtigen und außergewöhnlichen Maßnahmen die vorherige Zustimmung des Arbeitgebers einzuholen. Ohne besondere schriftliche Ermächtigung ist der Arbeitnehmer weder zur rechtsgeschäftlichen Vertretung noch zum Inkasso ermächtigt.",1(3) Beginn und Art der Tätigkeit,Sonstiges,0,
"Der Arbeitnehmer verrichtet ganz oder wenigstens überwiegend so genannte Telearbeit, d. h. er arbeitet unter Verwendung von Informationstechnologie im Rahmen dieses Beschäftigungsverhältnisses. Die geschuldete Arbeit auf Grundlage dieses Vertrages wird in der Berliner Betriebsstätte des Arbeitgebers (betriebliche Arbeitsstätte) verrichtet. Die Ausübung, nämlich in den privaten Räumlichkeiten des Arbeitnehmers ist nicht gestattet. Die betriebliche Arbeitsstätte ist aktuell -",1(4) Beginn und Art der Tätigkeit,Leistungen,0,
"Der Arbeitnehmer erklärt, dass er zurzeit arbeitsfähig ist, an keiner ansteckenden Krankheit leidet und keine sonstigen Umstände vorliegen, die ihm die vertraglich zu leistende Arbeit jetzt oder in naher Zukunft wesentlich erschweren oder unmöglich machen.",1(5) Beginn und Art der Tätigkeit,Sonstiges,0,
"Wir freuen uns auf Sie und gehen davon aus, dass wir langfristig zusammen arbeiten. Eine ordentliche Kündigung vor Dienstantritt ist daher für beide Vertragsparteien ausgeschlossen. In diesem Fall sehen wir uns, aufgrund der mit der Neuaussschreibung verbundenen Kosten, gezwungen, eine Vertragsstrafe in Höhe eines halben Bruttomonatsgehaltes geltend zu machen.",1(6) Beginn und Art der Tätigkeit,Vertragsstrafe/Wettbewerbsverbot,0,
"Die Parteien sind sich darüber einig, dass Bedingung für den Abschluss und den Fortbestand dieses Arbeitsverhältnisses ist, dass der Arbeitnehmer sowohl eine gültige Aufenthalts- als auch Arbeitserlaubnis in und für Deutschland hat, die auf Anforderung des Arbeitgebers zu jeder Zeit vom Arbeitnehmer vorzulegen sind. Bei Wegfall einer dieser Erlaubnisse steht dem Arbeitgeber ein Recht zur außerordentlichen und fristlosen Kündigung dieses Arbeitsvertrages zu. Auf Verlangen des Arbeitgebers hat ihm der Arbeitnehmer unverzüglich ein aktuelles polizeiliches Führungszeugnis vorzulegen, bei Vorliegen der gesetzlichen Voraussetzungen auch ein erweitertes Führungszeugnis. Die Kosten dafür trägt der Arbeitgeber.",1(7) Beginn und Art der Tätigkeit,Sonstiges,0,
Der Telearbeitsplatz befindet sich in den betrieblichen Räumen des Arbeitgebers. Der betreffende Raum ist abschließbar.,2(1) Häusliche / betriebliche Arbeitsstätte,Durchführung,0,
Der Raum mit dem Telearbeitsplatz befindet sich aktuell: -,2(2) Häusliche / betriebliche Arbeitsstätte,Durchführung,0,
"Für die Zeiten, zu der die Arbeitspflicht des Arbeitnehmers in der betrieblichen Arbeitsstätte zu erfüllen ist, stellt der Arbeitgeber dem Arbeitnehmer einen geeigneten Arbeitsplatz zur Verfügung. Einen Anspruch auf einen persönlichen Arbeitsplatz im Betrieb des Arbeitgebers steht dem Arbeitnehmer nicht zu.",2(4) Häusliche / betriebliche Arbeitsstätte,Sonstiges,0,
Die ersten drei Monate der Beschäftigung (tatsächliche Beschäftigung) gelten als Probezeit. Während der Probezeit kann das Arbeitsverhältnis beiderseits und jederzeit mit einer Frist von 2 Wochen gekündigt werden.,3 Probezeit,Kündigung/Beendigung,0,
"Die regelmäßige wöchentliche Arbeitszeit beträgt (abzüglich der Pausen, die sich nach den Regelungen des Arbeitszeitgesetzes richten) zurzeit 40 Wochenstunden. Sofern der Arbeitnehmer Teilzeit arbeiten möchte, ist dies grundsätzlich möglich. Hierbei unterstützt der Arbeitgeber den Arbeitnehmer.",4(7) Arbeitszeit,Leistungen,0,
"Die Verteilung der Arbeitszeit auf die einzelnen Wochentage und die Festlegung von Beginn und Ende der täglichen Arbeitszeiten richten sich nach den Weisungen des Arbeitgebers, der betrieblichen Übung und den Erfordernissen des Marktes unter Beachtung des Arbeitszeitgesetzes.",4(8) Arbeitszeit,Leistungen,0,
"Wir sind bemüht, Überstunden zu vermeiden. Soweit dies dennoch betrieblich erforderlich ist, ist der Arbeitnehmer im Rahmen der gesetzlichen Bestimmungen verpflichtet, auf Anordnung des Arbeitgebers in zumutbarem Maß Überstunden sowie Sonn-, Feiertags-, Schicht- und Nachtarbeit zu leisten. Überstunden müssen von dem jeweiligen Vorgesetzen ausdrücklich angeordnet werden.",4(9) Arbeitszeit,Überstunden,0,
Überstunden sollen kein Regelfall sein. Aus der wiederholten Anordnung von Mehrarbeit und/oder Überstunden entsteht daher kein Anspruch auf deren künftige Anordnung oder entsprechende Vergütung.,4(10) Arbeitszeit,Überstunden,0,
"Sofern die aktuelle Vergütung oberhalb der jeweils gültigen Beitragsbemessungsgrenze der gesetzlichen Rentenversicherung liegt, sind sämtliche Tätigkeiten des Arbeitnehmers aus diesem Vertrag inklusive Überstunden und Mehrarbeit abgegolten.",4(11) Arbeitszeit,Vergütung,0.5,"BAG: Verdienst über BBG, kein anspruch auf Überstundenvergütung. In Verbindung mit Gehalt zu prüfen"
"Der Arbeitnehmer verpflichtet sich, die Regelungen des Arbeitszeitgesetzes einzuhalten. Die regelmäßige tägliche Arbeitszeit kann auf 10 Stunden verlängert werden, wenn innerhalb eines Zeitraumes von 24 Wochen die durchschnittliche Wochenarbeitszeit nicht überschritten und in anderer Form ausgeglichen wird. Der Arbeitnehmer verpflichtet sich, nicht mehr als 10 Stunden werktäglich zu arbeiten und die über seine normale Arbeitszeit des § 3 Arbeitszeitgesetz hinausgehende Arbeitsleistung (8 Arbeitsstunden werktäglich) selbständig im Zeiterfassungssystem in Datev zu erfassen, wo diese für mindestens 2 Jahre durch den Arbeitgeber archiviert werden. Der Arbeitgeber ist berechtigt, stichpunktartige Kontrollen durchzuführen, um seiner Verpflichtung aus dem Arbeitszeitgesetz nachzukommen.",4(12) Arbeitszeit,Leistungen,0,
"Der Arbeitgeber ist berechtigt, einseitig Kurzarbeit anzuordnen, wenn ein erheblicher Arbeitsausfall vorliegt, der auf wirtschaftlichen Gründen oder einem unabwendbaren Ereignis beruht und der Arbeitsausfall der Arbeitsverwaltung angezeigt ist (§§ 95 ff. SGB III). Dabei ist eine Ankündigungsfrist von drei Wochen einzuhalten. Für die Dauer der Kurzarbeit vermindert sich die in § 5 geregelte Vergütung im Verhältnis der ausgefallenen Arbeitszeit zur regelmäßigen Arbeitszeit.",4(13) Arbeitszeit,Durchführung,0,
"Der Arbeitnehmer erhält auf der Grundlage der vereinbarten Arbeitszeit ein monatliches Bruttogrundentgelt in Höhe von 1.350,00 €. Bei einem Eintritt oder Ausscheiden im laufenden Monat erfolgt eine anteilige Vergütung. Außerdem erhält der Arbeitnehmer einen Provisionsvorschuss von 1.150,00 €. Dieser wird mit der Provision gemäß Anlage 1 monatsweise verrechnet und muss nicht zurückzubezahlt werden.",5(1) Vergütung,Vergütung,0.5,Mindestlohn ggf. nicht eingehalten? Je nach Abschluss AV
"Die Abrechnung und Auszahlung des Lohnes erfolgt jeweils zum Monatsende. Alle Zahlungen erfolgen bargeldlos. Der Arbeitnehmer ist verpflichtet, ein Konto zu unterhalten und dem Arbeitgeber seine Kontonummer mitzuteilen. Änderungen der Kontoverbindung sind unverzüglich mitzuteilen.",5(2) Vergütung,Sonstiges,0,
"Hat der Arbeitgeber dem Arbeitnehmer versehentlich eine höhere Vergütung gezahlt als geschuldet, ist der Arbeitnehmer verpflichtet, die zu viel bezogenen Zahlungen an den Arbeitgeber zurückzuzahlen. Insofern verzichtet er auf den Einwand des Wegfalls der Bereicherung, wenn die rechtsgrundlose Überzahlung so offensichtlich war, dass der Mitarbeiter dies hätte erkennen müssen oder wenn die Überzahlung auf Umständen beruht, die der Mitarbeiter zu vertreten hat.",5(3) Vergütung,Vergütung,0,
